flight_id,airline,source,destination,route,departure_time,arrival_time,dep_date,dep_hour,overnight,duration_min,anomaly
AI213,Air India,HYD,CCU,HYD-CCU,2026-04-20 08:03:41,2026-04-20 09:14:41,2026-04-20,8,False,71.0,False
UK076,Vistara,MAA,CCU,MAA-CCU,2026-04-20 08:03:41,2026-04-20 12:26:41,2026-04-20,8,False,263.0,False
SJ022,SpiceJet,DEL,BLR,DEL-BLR,2026-04-20 07:56:41,2026-04-20 11:07:41,2026-04-20,7,False,191.0,False
SJ002,SpiceJet,DEL,BOM,DEL-BOM,2026-04-20 07:54:41,2026-04-20 12:40:41,2026-04-20,7,False,286.0,False
AI163,Air India,HYD,MAA,HYD-MAA,2026-04-20 07:45:41,2026-04-20 08:46:41,2026-04-20,7,False,61.0,False
UK229,Vistara,HYD,DEL,HYD-DEL,2026-04-20 07:40:41,2026-04-20 11:57:41,2026-04-20,7,False,257.0,False
UK185,Vistara,DEL,MAA,DEL-MAA,2026-04-20 07:31:41,2026-04-20 08:48:41,2026-04-20,7,False,77.0,False
6F029,IndiGo,BOM,BLR,BOM-BLR,2026-04-20 07:31:41,2026-04-20 11:45:41,2026-04-20,7,False,254.0,False
6F056,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 07:00:41,2026-04-20 08:49:41,2026-04-20,7,False,109.0,False
AI062,Air India,MAA,DEL,MAA-DEL,2026-04-20 06:49:41,2026-04-20 07:25:41,2026-04-20,6,False,36.0,False
UK034,Vistara,DEL,BLR,DEL-BLR,2026-04-20 06:47:41,2026-04-20 10:11:41,2026-04-20,6,False,204.0,False
UK079,Vistara,DEL,BLR,DEL-BLR,2026-04-20 06:43:41,2026-04-20 10:34:41,2026-04-20,6,False,231.0,False
AI135,Air India,BLR,BOM,BLR-BOM,2026-04-20 06:40:41,2026-04-20 09:21:41,2026-04-20,6,False,161.0,False
SJ061,SpiceJet,MAA,BLR,MAA-BLR,2026-04-20 06:38:41,2026-04-20 09:35:41,2026-04-20,6,False,177.0,False
AI047,Air India,CCU,MAA,CCU-MAA,2026-04-20 06:36:41,2026-04-20 07:23:41,2026-04-20,6,False,47.0,False
UK210,Vistara,DEL,CCU,DEL-CCU,2026-04-20 06:35:41,2026-04-20 07:30:41,2026-04-20,6,False,55.0,False
AI088,Air India,MAA,DEL,MAA-DEL,2026-04-20 06:34:41,2026-04-20 10:10:41,2026-04-20,6,False,216.0,False
UK177,Vistara,DEL,HYD,DEL-HYD,2026-04-20 06:21:41,2026-04-20 10:50:41,2026-04-20,6,False,269.0,False
AI128,Air India,BOM,CCU,BOM-CCU,2026-04-20 06:07:41,2026-04-20 10:03:41,2026-04-20,6,False,236.0,False
AI158,Air India,CCU,DEL,CCU-DEL,2026-04-20 06:04:41,2026-04-20 09:01:41,2026-04-20,6,False,177.0,False
UK206,Vistara,MAA,BLR,MAA-BLR,2026-04-20 06:01:41,2026-04-20 10:34:41,2026-04-20,6,False,273.0,False
SJ138,SpiceJet,BLR,BOM,BLR-BOM,2026-04-20 05:55:41,2026-04-20 06:43:41,2026-04-20,5,False,48.0,False
AI034,Air India,DEL,BOM,DEL-BOM,2026-04-20 05:48:41,2026-04-20 10:31:41,2026-04-20,5,False,283.0,False
AI012,Air India,BOM,CCU,BOM-CCU,2026-04-20 05:44:41,2026-04-20 09:47:41,2026-04-20,5,False,243.0,False
6F083,IndiGo,BLR,DEL,BLR-DEL,2026-04-20 05:24:41,2026-04-20 06:03:41,2026-04-20,5,False,39.0,False
SJ083,SpiceJet,MAA,BLR,MAA-BLR,2026-04-20 05:13:41,2026-04-20 08:17:41,2026-04-20,5,False,184.0,False
SJ186,SpiceJet,CCU,DEL,CCU-DEL,2026-04-20 05:11:41,2026-04-20 07:22:41,2026-04-20,5,False,131.0,False
UK001,Vistara,CCU,DEL,CCU-DEL,2026-04-20 05:06:41,2026-04-20 06:31:41,2026-04-20,5,False,85.0,False
AI217,Air India,CCU,BLR,CCU-BLR,2026-04-20 04:57:41,2026-04-20 07:14:41,2026-04-20,4,False,137.0,False
6F178,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 04:48:41,2026-04-20 09:11:41,2026-04-20,4,False,263.0,False
UK015,Vistara,BLR,BOM,BLR-BOM,2026-04-20 04:46:41,2026-04-20 06:33:41,2026-04-20,4,False,107.0,False
AI112,Air India,DEL,BLR,DEL-BLR,2026-04-20 04:41:41,2026-04-20 08:24:41,2026-04-20,4,False,223.0,False
UK100,Vistara,CCU,BLR,CCU-BLR,2026-04-20 04:40:41,2026-04-20 07:12:41,2026-04-20,4,False,152.0,False
6F133,IndiGo,MAA,BLR,MAA-BLR,2026-04-20 04:38:41,2026-04-20 06:25:41,2026-04-20,4,False,107.0,False
AI227,Air India,BLR,MAA,BLR-MAA,2026-04-20 04:31:41,2026-04-20 08:17:41,2026-04-20,4,False,226.0,False
UK093,Vistara,HYD,CCU,HYD-CCU,2026-04-20 04:31:41,2026-04-20 05:21:41,2026-04-20,4,False,50.0,False
UK203,Vistara,BLR,HYD,BLR-HYD,2026-04-20 04:12:41,2026-04-20 05:24:41,2026-04-20,4,False,72.0,False
UK154,Vistara,MAA,HYD,MAA-HYD,2026-04-20 04:00:41,2026-04-20 07:57:41,2026-04-20,4,False,237.0,False
UK073,Vistara,BLR,CCU,BLR-CCU,2026-04-20 03:59:41,2026-04-20 08:09:41,2026-04-20,3,False,250.0,False
AI164,Air India,DEL,BLR,DEL-BLR,2026-04-20 03:57:41,2026-04-20 05:45:41,2026-04-20,3,False,108.0,False
UK008,Vistara,CCU,BLR,CCU-BLR,2026-04-20 03:57:41,2026-04-20 04:34:41,2026-04-20,3,False,37.0,False
UK051,Vistara,HYD,DEL,HYD-DEL,2026-04-20 03:55:41,2026-04-20 06:55:41,2026-04-20,3,False,180.0,False
UK208,Vistara,DEL,CCU,DEL-CCU,2026-04-20 03:54:41,2026-04-20 08:51:41,2026-04-20,3,False,297.0,False
AI150,Air India,BOM,DEL,BOM-DEL,2026-04-20 03:51:41,2026-04-20 04:38:41,2026-04-20,3,False,47.0,False
AI189,Air India,CCU,DEL,CCU-DEL,2026-04-20 03:44:41,2026-04-20 05:32:41,2026-04-20,3,False,108.0,False
6F230,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 03:34:41,2026-04-20 06:47:41,2026-04-20,3,False,193.0,False
6F169,IndiGo,BOM,DEL,BOM-DEL,2026-04-20 03:27:41,2026-04-20 08:06:41,2026-04-20,3,False,279.0,False
AI205,Air India,BLR,BOM,BLR-BOM,2026-04-20 03:26:41,2026-04-20 05:14:41,2026-04-20,3,False,108.0,False
AI103,Air India,BLR,BOM,BLR-BOM,2026-04-20 03:26:41,2026-04-20 04:04:41,2026-04-20,3,False,38.0,False
6F250,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 03:26:41,2026-04-20 07:30:41,2026-04-20,3,False,244.0,False
AI246,Air India,BOM,BLR,BOM-BLR,2026-04-20 03:22:41,2026-04-20 06:41:41,2026-04-20,3,False,199.0,False
6F187,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 03:19:41,2026-04-20 07:37:41,2026-04-20,3,False,258.0,False
AI082,Air India,DEL,CCU,DEL-CCU,2026-04-20 03:19:41,2026-04-20 06:01:41,2026-04-20,3,False,162.0,False
UK116,Vistara,CCU,BOM,CCU-BOM,2026-04-20 03:18:41,2026-04-20 07:06:41,2026-04-20,3,False,228.0,False
SJ169,SpiceJet,BOM,MAA,BOM-MAA,2026-04-20 03:10:41,2026-04-20 07:56:41,2026-04-20,3,False,286.0,False
AI175,Air India,BOM,HYD,BOM-HYD,2026-04-20 03:08:41,2026-04-20 06:55:41,2026-04-20,3,False,227.0,False
SJ098,SpiceJet,HYD,MAA,HYD-MAA,2026-04-20 03:02:41,2026-04-20 03:37:41,2026-04-20,3,False,35.0,False
SJ191,SpiceJet,BLR,BOM,BLR-BOM,2026-04-20 03:01:41,2026-04-20 04:23:41,2026-04-20,3,False,82.0,False
SJ017,SpiceJet,DEL,MAA,DEL-MAA,2026-04-20 02:57:41,2026-04-20 05:00:41,2026-04-20,2,False,123.0,False
UK188,Vistara,MAA,BLR,MAA-BLR,2026-04-20 02:55:41,2026-04-20 03:44:41,2026-04-20,2,False,49.0,False
AI196,Air India,MAA,HYD,MAA-HYD,2026-04-20 02:52:41,2026-04-20 04:25:41,2026-04-20,2,False,93.0,False
AI068,Air India,BOM,BLR,BOM-BLR,2026-04-20 02:48:41,2026-04-20 04:48:42,2026-04-20,2,False,120.00496666666666,False
SJ097,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 02:37:41,2026-04-20 05:27:41,2026-04-20,2,False,170.0,False
SJ030,SpiceJet,DEL,HYD,DEL-HYD,2026-04-20 02:36:41,2026-04-20 03:19:41,2026-04-20,2,False,43.0,False
6F179,IndiGo,HYD,MAA,HYD-MAA,2026-04-20 02:25:41,2026-04-20 06:40:41,2026-04-20,2,False,255.0,False
6F156,IndiGo,MAA,BOM,MAA-BOM,2026-04-20 02:23:41,2026-04-20 04:57:41,2026-04-20,2,False,154.0,False
6F250,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 02:23:41,2026-04-20 02:56:41,2026-04-20,2,False,33.0,False
SJ057,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 02:17:41,2026-04-20 05:29:41,2026-04-20,2,False,192.0,False
6F036,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 02:14:41,2026-04-20 06:57:41,2026-04-20,2,False,283.0,False
6F201,IndiGo,CCU,BOM,CCU-BOM,2026-04-20 02:09:41,2026-04-20 06:49:41,2026-04-20,2,False,280.0,False
6F143,IndiGo,CCU,DEL,CCU-DEL,2026-04-20 02:09:41,2026-04-20 06:08:41,2026-04-20,2,False,239.0,False
6F177,IndiGo,HYD,MAA,HYD-MAA,2026-04-20 02:03:41,2026-04-20 04:25:41,2026-04-20,2,False,142.0,False
6F031,IndiGo,BOM,BLR,BOM-BLR,2026-04-20 02:00:41,2026-04-20 06:37:41,2026-04-20,2,False,277.0,False
UK165,Vistara,DEL,BLR,DEL-BLR,2026-04-20 01:51:41,2026-04-20 06:04:41,2026-04-20,1,False,253.0,False
6F122,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 01:44:41,2026-04-20 05:28:41,2026-04-20,1,False,224.0,False
AI009,Air India,DEL,CCU,DEL-CCU,2026-04-20 01:31:41,2026-04-20 04:05:41,2026-04-20,1,False,154.0,False
6F046,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 01:27:41,2026-04-20 05:08:41,2026-04-20,1,False,221.0,False
AI051,Air India,MAA,BLR,MAA-BLR,2026-04-20 01:27:41,2026-04-20 02:22:41,2026-04-20,1,False,55.0,False
UK222,Vistara,BOM,CCU,BOM-CCU,2026-04-20 01:22:41,2026-04-20 02:57:41,2026-04-20,1,False,95.0,False
SJ127,SpiceJet,BOM,DEL,BOM-DEL,2026-04-20 01:21:41,2026-04-20 03:58:41,2026-04-20,1,False,157.0,False
AI226,Air India,BLR,HYD,BLR-HYD,2026-04-20 01:19:41,2026-04-20 04:08:41,2026-04-20,1,False,169.0,False
AI216,Air India,BOM,CCU,BOM-CCU,2026-04-20 01:10:41,2026-04-20 02:34:41,2026-04-20,1,False,84.0,False
6F058,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 01:04:41,2026-04-20 03:33:41,2026-04-20,1,False,149.0,False
SJ207,SpiceJet,DEL,CCU,DEL-CCU,2026-04-20 00:52:41,2026-04-20 04:05:41,2026-04-20,0,False,193.0,False
SJ198,SpiceJet,CCU,BOM,CCU-BOM,2026-04-20 00:47:41,2026-04-20 05:28:41,2026-04-20,0,False,281.0,False
SJ108,SpiceJet,BLR,HYD,BLR-HYD,2026-04-20 00:40:41,2026-04-20 03:16:41,2026-04-20,0,False,156.0,False
SJ155,SpiceJet,DEL,CCU,DEL-CCU,2026-04-20 00:38:41,2026-04-20 05:38:41,2026-04-20,0,False,300.0,False
6F193,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 00:34:41,2026-04-20 02:32:41,2026-04-20,0,False,118.0,False
6F019,IndiGo,BLR,BOM,BLR-BOM,2026-04-20 00:19:41,2026-04-20 04:14:41,2026-04-20,0,False,235.0,False
AI102,Air India,CCU,BLR,CCU-BLR,2026-04-20 00:17:41,2026-04-20 05:08:41,2026-04-20,0,False,291.0,False
6F166,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 00:03:41,2026-04-20 04:33:41,2026-04-20,0,False,270.0,False
UK175,Vistara,BLR,BOM,BLR-BOM,2026-04-19 23:56:41,2026-04-20 03:18:41,2026-04-19,23,True,202.0,False
6F010,IndiGo,DEL,BLR,DEL-BLR,2026-04-19 23:53:41,2026-04-20 03:44:41,2026-04-19,23,True,231.0,False
AI234,Air India,BOM,MAA,BOM-MAA,2026-04-19 23:50:41,2026-04-20 01:34:41,2026-04-19,23,True,104.0,False
UK135,Vistara,HYD,DEL,HYD-DEL,2026-04-19 23:50:41,2026-04-20 01:43:41,2026-04-19,23,True,113.0,False
6F272,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 23:35:41,2026-04-20 00:22:41,2026-04-19,23,True,47.0,False
AI061,Air India,BOM,CCU,BOM-CCU,2026-04-19 23:31:41,2026-04-20 01:02:41,2026-04-19,23,True,91.0,False
6F070,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 23:23:41,2026-04-20 02:24:41,2026-04-19,23,True,181.0,False
AI015,Air India,BLR,CCU,BLR-CCU,2026-04-19 23:21:41,2026-04-20 01:15:41,2026-04-19,23,True,114.0,False
SJ076,SpiceJet,DEL,MAA,DEL-MAA,2026-04-19 23:01:41,2026-04-20 02:02:41,2026-04-19,23,True,181.0,False
SJ029,SpiceJet,HYD,DEL,HYD-DEL,2026-04-19 22:55:41,2026-04-20 00:22:41,2026-04-19,22,True,87.0,False
SJ194,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 22:46:41,2026-04-20 02:31:41,2026-04-19,22,True,225.0,False
AI235,Air India,BLR,HYD,BLR-HYD,2026-04-19 22:45:41,2026-04-20 02:12:41,2026-04-19,22,True,207.0,False
SJ048,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 22:43:41,2026-04-20 00:19:41,2026-04-19,22,True,96.0,False
SJ114,SpiceJet,HYD,DEL,HYD-DEL,2026-04-19 22:42:41,2026-04-20 02:02:41,2026-04-19,22,True,200.0,False
SJ146,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 22:37:41,2026-04-20 00:33:41,2026-04-19,22,True,116.0,False
UK041,Vistara,HYD,MAA,HYD-MAA,2026-04-19 22:37:41,2026-04-19 23:44:41,2026-04-19,22,False,67.0,False
6F075,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 22:20:41,2026-04-20 03:02:41,2026-04-19,22,True,282.0,False
SJ020,SpiceJet,BLR,BOM,BLR-BOM,2026-04-19 22:18:41,2026-04-20 02:27:41,2026-04-19,22,True,249.0,False
SJ099,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 22:14:41,2026-04-20 00:34:41,2026-04-19,22,True,140.0,False
6F078,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 22:04:41,2026-04-19 23:37:41,2026-04-19,22,False,93.0,False
UK219,Vistara,BOM,HYD,BOM-HYD,2026-04-19 22:03:41,2026-04-20 02:21:41,2026-04-19,22,True,258.0,False
UK223,Vistara,CCU,DEL,CCU-DEL,2026-04-19 21:58:41,2026-04-19 22:30:41,2026-04-19,21,False,32.0,False
UK227,Vistara,BOM,HYD,BOM-HYD,2026-04-19 21:57:41,2026-04-20 01:47:41,2026-04-19,21,True,230.0,False
6F260,IndiGo,CCU,DEL,CCU-DEL,2026-04-19 21:51:41,2026-04-20 01:14:41,2026-04-19,21,True,203.0,False
AI096,Air India,CCU,DEL,CCU-DEL,2026-04-19 21:48:41,2026-04-20 02:46:41,2026-04-19,21,True,298.0,False
6F022,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 21:46:41,2026-04-20 02:05:41,2026-04-19,21,True,259.0,False
6F237,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 21:41:41,2026-04-20 00:44:41,2026-04-19,21,True,183.0,False
UK146,Vistara,BOM,MAA,BOM-MAA,2026-04-19 21:40:41,2026-04-20 00:08:41,2026-04-19,21,True,148.0,False
SJ015,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 21:40:41,2026-04-19 22:52:41,2026-04-19,21,False,72.0,False
AI108,Air India,BLR,CCU,BLR-CCU,2026-04-19 21:32:41,2026-04-20 00:17:41,2026-04-19,21,True,165.0,False
UK020,Vistara,MAA,BLR,MAA-BLR,2026-04-19 21:23:41,2026-04-19 22:38:41,2026-04-19,21,False,75.0,False
6F113,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 21:04:41,2026-04-20 01:30:41,2026-04-19,21,True,266.0,False
6F112,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 21:00:41,2026-04-19 23:16:41,2026-04-19,21,False,136.0,False
6F246,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 21:00:41,2026-04-19 23:16:41,2026-04-19,21,False,136.0,False
UK158,Vistara,BOM,MAA,BOM-MAA,2026-04-19 20:49:41,2026-04-19 21:22:41,2026-04-19,20,False,33.0,False
UK159,Vistara,CCU,BLR,CCU-BLR,2026-04-19 20:45:41,2026-04-19 23:32:41,2026-04-19,20,False,167.0,False
UK084,Vistara,MAA,DEL,MAA-DEL,2026-04-19 20:44:41,2026-04-20 00:20:41,2026-04-19,20,True,216.0,False
SJ206,SpiceJet,DEL,CCU,DEL-CCU,2026-04-19 20:43:41,2026-04-20 01:21:41,2026-04-19,20,True,278.0,False
UK044,Vistara,BLR,BOM,BLR-BOM,2026-04-19 20:31:41,2026-04-19 23:29:41,2026-04-19,20,False,178.0,False
SJ036,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 20:24:41,2026-04-19 23:54:41,2026-04-19,20,False,210.0,False
6F176,IndiGo,CCU,DEL,CCU-DEL,2026-04-19 20:23:42,2026-04-19 23:23:42,2026-04-19,20,False,180.0,False
6F148,IndiGo,CCU,BOM,CCU-BOM,2026-04-19 20:23:41,2026-04-19 22:30:41,2026-04-19,20,False,127.0,False
6F202,IndiGo,HYD,BLR,HYD-BLR,2026-04-19 20:18:41,2026-04-19 23:48:41,2026-04-19,20,False,210.0,False
6F071,IndiGo,DEL,CCU,DEL-CCU,2026-04-19 20:18:41,2026-04-20 00:31:41,2026-04-19,20,True,253.0,False
AI105,Air India,CCU,DEL,CCU-DEL,2026-04-19 20:16:41,2026-04-19 22:03:41,2026-04-19,20,False,107.0,False
AI241,Air India,HYD,BLR,HYD-BLR,2026-04-19 20:11:41,2026-04-19 22:18:41,2026-04-19,20,False,127.0,False
SJ162,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 20:11:41,2026-04-19 22:30:41,2026-04-19,20,False,139.0,False
6F003,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 20:06:41,2026-04-19 23:13:41,2026-04-19,20,False,187.0,False
6F249,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 20:06:41,2026-04-19 23:13:41,2026-04-19,20,False,187.0,False
AI237,Air India,BOM,CCU,BOM-CCU,2026-04-19 19:58:41,2026-04-19 23:13:41,2026-04-19,19,False,195.0,False
SJ134,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 19:58:41,2026-04-20 00:15:41,2026-04-19,19,True,257.0,False
AI071,Air India,BOM,MAA,BOM-MAA,2026-04-19 19:55:41,2026-04-19 22:58:41,2026-04-19,19,False,183.0,False
6F118,IndiGo,CCU,HYD,CCU-HYD,2026-04-19 19:52:41,2026-04-19 21:01:41,2026-04-19,19,False,69.0,False
6F014,IndiGo,DEL,MAA,DEL-MAA,2026-04-19 19:42:41,2026-04-19 23:15:41,2026-04-19,19,False,213.0,False
6F065,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 19:40:41,2026-04-19 22:23:41,2026-04-19,19,False,163.0,False
6F271,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 19:33:41,2026-04-19 22:52:41,2026-04-19,19,False,199.0,False
SJ070,SpiceJet,MAA,CCU,MAA-CCU,2026-04-19 18:55:41,2026-04-19 20:48:41,2026-04-19,18,False,113.0,False
6F007,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 18:55:41,2026-04-19 19:54:41,2026-04-19,18,False,59.0,False
UK007,Vistara,DEL,HYD,DEL-HYD,2026-04-19 18:50:41,2026-04-19 21:04:41,2026-04-19,18,False,134.0,False
AI097,Air India,HYD,MAA,HYD-MAA,2026-04-19 18:42:41,2026-04-19 23:34:41,2026-04-19,18,False,292.0,False
6F256,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 18:40:41,2026-04-19 19:13:41,2026-04-19,18,False,33.0,False
UK047,Vistara,BLR,HYD,BLR-HYD,2026-04-19 18:40:41,2026-04-19 22:45:41,2026-04-19,18,False,245.0,False
AI024,Air India,MAA,BOM,MAA-BOM,2026-04-19 18:38:41,2026-04-19 19:45:41,2026-04-19,18,False,67.0,False
UK113,Vistara,CCU,DEL,CCU-DEL,2026-04-19 18:34:41,2026-04-19 22:58:41,2026-04-19,18,False,264.0,False
SJ163,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 18:32:41,2026-04-19 23:08:41,2026-04-19,18,False,276.0,False
SJ208,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 18:32:41,2026-04-19 19:33:41,2026-04-19,18,False,61.0,False
SJ221,SpiceJet,MAA,HYD,MAA-HYD,2026-04-19 18:31:41,2026-04-19 23:17:41,2026-04-19,18,False,286.0,False
SJ084,SpiceJet,HYD,MAA,HYD-MAA,2026-04-19 18:31:41,2026-04-19 19:30:41,2026-04-19,18,False,59.0,False
6F127,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 18:27:41,2026-04-19 22:28:41,2026-04-19,18,False,241.0,False
AI122,Air India,BOM,CCU,BOM-CCU,2026-04-19 18:25:41,2026-04-19 22:36:41,2026-04-19,18,False,251.0,False
AI139,Air India,HYD,MAA,HYD-MAA,2026-04-19 18:23:41,2026-04-19 19:24:41,2026-04-19,18,False,61.0,False
UK149,Vistara,MAA,DEL,MAA-DEL,2026-04-19 18:22:41,2026-04-19 23:08:41,2026-04-19,18,False,286.0,False
AI149,Air India,BOM,HYD,BOM-HYD,2026-04-19 18:19:41,2026-04-19 21:36:41,2026-04-19,18,False,197.0,False
SJ243,SpiceJet,BLR,DEL,BLR-DEL,2026-04-19 18:17:41,2026-04-19 23:03:41,2026-04-19,18,False,286.0,False
AI053,Air India,CCU,DEL,CCU-DEL,2026-04-19 18:04:41,2026-04-19 22:19:41,2026-04-19,18,False,255.0,False
UK061,Vistara,BLR,BOM,BLR-BOM,2026-04-19 17:58:41,2026-04-19 19:48:41,2026-04-19,17,False,110.0,False
SJ004,SpiceJet,MAA,DEL,MAA-DEL,2026-04-19 17:52:41,2026-04-19 21:01:41,2026-04-19,17,False,189.0,False
AI173,Air India,HYD,DEL,HYD-DEL,2026-04-19 17:36:41,2026-04-19 22:27:41,2026-04-19,17,False,291.0,False
6F085,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 17:32:41,2026-04-19 19:32:42,2026-04-19,17,False,120.00496666666666,False
AI252,Air India,HYD,DEL,HYD-DEL,2026-04-19 17:30:41,2026-04-19 21:54:41,2026-04-19,17,False,264.0,False
SJ109,SpiceJet,BOM,DEL,BOM-DEL,2026-04-19 17:24:41,2026-04-19 20:28:41,2026-04-19,17,False,184.0,False
UK123,Vistara,BOM,DEL,BOM-DEL,2026-04-19 17:24:41,2026-04-19 20:18:41,2026-04-19,17,False,174.0,False
6F125,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 17:09:41,2026-04-19 21:13:41,2026-04-19,17,False,244.0,False
UK183,Vistara,BLR,CCU,BLR-CCU,2026-04-19 17:07:41,2026-04-19 18:30:41,2026-04-19,17,False,83.0,False
AI110,Air India,BOM,CCU,BOM-CCU,2026-04-19 17:07:41,2026-04-19 22:00:41,2026-04-19,17,False,293.0,False
UK105,Vistara,CCU,HYD,CCU-HYD,2026-04-19 17:04:41,2026-04-19 18:11:41,2026-04-19,17,False,67.0,False
6F128,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 16:56:41,2026-04-19 18:03:41,2026-04-19,16,False,67.0,False
6F224,IndiGo,DEL,MAA,DEL-MAA,2026-04-19 16:53:41,2026-04-19 18:52:41,2026-04-19,16,False,119.0,False
SJ130,SpiceJet,BOM,DEL,BOM-DEL,2026-04-19 16:53:41,2026-04-19 20:53:41,2026-04-19,16,False,240.0,False
AI224,Air India,DEL,HYD,DEL-HYD,2026-04-19 16:51:41,2026-04-19 21:36:41,2026-04-19,16,False,285.0,False
SJ182,SpiceJet,CCU,BOM,CCU-BOM,2026-04-19 16:48:41,2026-04-19 17:36:41,2026-04-19,16,False,48.0,False
UK164,Vistara,BOM,HYD,BOM-HYD,2026-04-19 16:46:41,2026-04-19 21:10:41,2026-04-19,16,False,264.0,False
AI161,Air India,CCU,BOM,CCU-BOM,2026-04-19 16:40:41,2026-04-19 19:40:41,2026-04-19,16,False,180.0,False
6F206,IndiGo,DEL,BOM,DEL-BOM,2026-04-19 16:39:41,2026-04-19 20:59:41,2026-04-19,16,False,260.0,False
SJ204,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 16:34:41,2026-04-19 18:15:41,2026-04-19,16,False,101.0,False
AI206,Air India,CCU,MAA,CCU-MAA,2026-04-19 16:30:41,2026-04-19 20:01:41,2026-04-19,16,False,211.0,False
6F140,IndiGo,CCU,HYD,CCU-HYD,2026-04-19 16:30:41,2026-04-19 18:21:41,2026-04-19,16,False,111.0,False
6F253,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 16:26:41,2026-04-19 18:24:41,2026-04-19,16,False,118.0,False
SJ203,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 16:22:41,2026-04-19 18:27:41,2026-04-19,16,False,125.0,False
SJ161,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 16:22:41,2026-04-19 17:04:41,2026-04-19,16,False,42.0,False
AI098,Air India,HYD,MAA,HYD-MAA,2026-04-19 16:01:41,2026-04-19 18:11:41,2026-04-19,16,False,130.0,False
AI168,Air India,DEL,CCU,DEL-CCU,2026-04-19 15:50:41,2026-04-19 20:20:41,2026-04-19,15,False,270.0,False
UK190,Vistara,DEL,BLR,DEL-BLR,2026-04-19 15:49:41,2026-04-19 18:53:41,2026-04-19,15,False,184.0,False
AI085,Air India,DEL,HYD,DEL-HYD,2026-04-19 15:45:41,2026-04-19 20:33:41,2026-04-19,15,False,288.0,False
AI076,Air India,BLR,BOM,BLR-BOM,2026-04-19 15:37:41,2026-04-19 16:12:41,2026-04-19,15,False,35.0,False
UK130,Vistara,MAA,BLR,MAA-BLR,2026-04-19 15:36:41,2026-04-19 19:43:41,2026-04-19,15,False,247.0,False
6F038,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 15:36:41,2026-04-19 19:33:41,2026-04-19,15,False,237.0,False
UK110,Vistara,HYD,DEL,HYD-DEL,2026-04-19 15:26:41,2026-04-19 20:13:41,2026-04-19,15,False,287.0,False
SJ013,SpiceJet,DEL,MAA,DEL-MAA,2026-04-19 15:25:41,2026-04-19 19:54:41,2026-04-19,15,False,269.0,False
AI039,Air India,MAA,BLR,MAA-BLR,2026-04-19 15:24:41,2026-04-19 18:56:41,2026-04-19,15,False,212.0,False
AI248,Air India,CCU,DEL,CCU-DEL,2026-04-19 15:17:41,2026-04-19 16:35:41,2026-04-19,15,False,78.0,False
6F199,IndiGo,DEL,MAA,DEL-MAA,2026-04-19 15:15:41,2026-04-19 17:32:41,2026-04-19,15,False,137.0,False
